"id","name","price","categoryID","stockCount","lastSold","cost"
"FUR-BO-10003965","O'Sullivan Manor Hill 2-Door Library in Brianna Oak",180.98,1,105,"2014-11-26",128.7522
"FUR-BO-10003966","Sauder Facets Collection Library, Sky Alder Finish",170.98,1,74,"2014-07-01",121.9515
"FUR-BO-10004015","Bush Andora Bookcase, Maple/Graphite Gray Finish",119.99,1,96,"2014-12-26",77.8082
"FUR-BO-10004218","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",140.98,1,185,"2014-09-04",89.0645
"FUR-BO-10004357","O'Sullivan Living Dimensions 3-Shelf Bookcases",200.98,1,76,"2013-03-25",161.4638
"FUR-BO-10004360","Rush Hierlooms Collection Rich Wood Bookcases",160.98,1,82,"2014-10-20",113.7807
"FUR-BO-10004409","Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",70.98,1,96,"2013-07-29",39.2352
"FUR-BO-10004467","Bestar Classic Bookcase",99.99,1,190,"2014-10-31",64.5819
"FUR-BO-10004690","O'Sullivan Cherrywood Estates Traditional Barrister Bookcase",137.48,1,173,"2012-08-09",115.0249
"FUR-BO-10004695","O'Sullivan 2-Door Barrister Bookcase in Odessa Pine",180.98,1,145,"2014-05-20",124.9638
"FUR-BO-10004709","Bush Westfield Collection Bookcases, Medium Cherry Finish",57.98,1,64,"2014-12-29",36.4591
"FUR-BO-10004834","Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",880.98,1,190,"2014-06-09",537.5667
"FUR-CH-10000015","Hon Multipurpose Stacking Arm Chairs",216.6,1,188,"2014-08-22",135.8563
"FUR-CH-10000155","Global Comet Stacking Armless Chair",299.05,1,117,"2014-12-02",177.7211
"FUR-CH-10000225","Global Geo Office Task Chair, Gray",80.98,1,61,"2014-12-12",68.4119
"FUR-CH-10000229","Global Enterprise Series Seating High-Back Swivel/Tilt Chairs",270.98,1,129,"2014-07-01",199.1703
"FUR-CH-10000309","Global Comet Stacking Arm Chair",422.51,1,93,"2014-01-20",269.6608
"FUR-CH-10000422","Global Highback Leather Tilter in Burgundy",90.99,1,163,"2014-11-19",66.2354
"FUR-CH-10000454","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",243.98,1,101,"2014-11-30",144.1874
"FUR-CH-10000513","High-Back Leather Manager's Chair",129.99,1,167,"2014-07-19",106.0038
"FUR-CH-10000553","Metal Folding Chairs, Beige, 4/Carton",33.94,1,190,"2014-10-31",21.3527
"FUR-CH-10000595","Safco Contoured Stacking Chairs",238.4,1,88,"2014-06-13",155.7547
"FUR-CH-10000665","Global Airflow Leather Mesh Back Chair, Black",150.98,1,186,"2014-09-25",85.0206
"FUR-CH-10000749","Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms",180.98,1,154,"2014-10-23",143.1134
"FUR-CH-10000785","Global Ergonomic Managers Chair",180.98,1,190,"2014-11-25",113.5069
"FUR-CH-10000847","Global Executive Mid-Back Manager's Chair",290.98,1,167,"2014-12-10",189.622
"FUR-CH-10000863","Novimex Swivel Fabric Task Chair",150.98,1,176,"2014-05-29",109.5511
"FUR-CH-10000988","Hon Olson Stacker Stools",140.81,1,157,"2014-07-22",85.2541
"FUR-CH-10001146","Global Value Mid-Back Manager's Chair, Gray",60.89,1,65,"2014-12-26",37.4801
"FUR-CH-10001190","Global Deluxe High-Back Office Chair in Storm",135.99,1,65,"2014-10-06",101.9925
"FUR-CH-10001215","Global Troy Executive Leather Low-Back Tilter",500.98,1,119,"2014-11-14",299.4921
"FUR-CH-10001270","Harbour Creations Steel Folding Chair",86.25,1,174,"2014-12-30",48.8835
"FUR-CH-10001394","Global Leather Executive Chair",350.99,1,173,"2014-12-25",190.036
"FUR-CH-10001482","Office Star - Mesh Screen back chair with Vinyl seat",130.98,1,109,"2014-11-21",100.7236
"FUR-CH-10001545","Hon Comfortask Task/Swivel Chairs",113.98,1,63,"2014-10-11",79.9126
"FUR-CH-10001708","Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back",140.98,1,102,"2014-12-19",98.1133
"FUR-CH-10001714","Global Leather & Oak Executive Chair, Burgundy",150.89,1,173,"2014-11-11",122.8012
"FUR-CH-10001797","Safco Chair Connectors, 6/Carton",38.48,1,139,"2014-12-05",23.9316
"FUR-CH-10001802","Hon Every-Day Chair Series Swivel Task Chairs",120.98,1,62,"2014-10-10",76.9433
"FUR-CH-10001854","Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat",350.98,1,200,"2014-12-03",236.6608
"FUR-CH-10001891","Global Deluxe Office Fabric Chairs",95.98,1,165,"2014-11-04",60.0157
"FUR-CH-10001973","Office Star Flex Back Scooter Chair with White Frame",110.98,1,95,"2014-11-20",76.1006
"FUR-CH-10002017","SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair",26.64,1,96,"2014-08-18",14.6076
"FUR-CH-10002024","HON 5400 Series Task Chairs for Big and Tall",700.98,1,74,"2014-08-18",456.1762
"FUR-CH-10002044","Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",130.98,1,178,"2014-01-31",98.0479
"FUR-CH-10002073","Hon Olson Stacker Chairs",264.78,1,58,"2014-08-14",172.2274
"FUR-CH-10002084","Hon Mobius Operator's Chair",122.99,1,127,"2014-07-16",91.1195
"FUR-CH-10002126","Hon Deluxe Fabric Upholstered Stacking Chairs",243.98,1,184,"2014-11-26",125.2431
"FUR-CH-10002304","Global Stack Chair without Arms, Black",25.98,1,127,"2014-10-13",15.464
"FUR-CH-10002317","Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs",258.98,1,82,"2014-08-08",139.8492
"FUR-CH-10002320","Hon Pagoda Stacking Chairs",320.98,1,116,"2014-09-12",203.6764
"FUR-CH-10002331","Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms",355.98,1,105,"2014-09-01",249.3343
"FUR-CH-10002335","Hon GuestStacker Chair",226.67,1,78,"2014-12-23",149.3355
"FUR-CH-10002372","Office Star - Ergonomically Designed Knee Chair",80.98,1,87,"2014-10-09",61.8005
"FUR-CH-10002439","Iceberg Nesting Folding Chair, 19w x 6d x 43h",58.22,1,123,"2014-12-25",37.3923
"FUR-CH-10002602","DMI Arturo Collection Mission-style Design Wood Chair",150.98,1,85,"2014-12-30",91.8122
"FUR-CH-10002647","Situations Contoured Folding Chairs, 4/Set",70.98,1,71,"2014-12-23",42.7987
"FUR-CH-10002758","Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",243.98,1,161,"2011-11-07",124.7783
"FUR-CH-10002774","Global Deluxe Stacking Chair, Gray",50.98,1,174,"2014-12-17",27.7707
"FUR-CH-10002780","Office Star - Task Chair with Contemporary Loop Arms",90.98,1,172,"2014-07-21",56.1802
"FUR-CH-10002880","Global High-Back Leather Tilter, Burgundy",122.99,1,108,"2014-12-30",92.9258
"FUR-CH-10002961","Leather Task Chair, Black",90.98,1,177,"2014-12-12",60.3341
"FUR-CH-10002965","Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",200.98,1,153,"2014-11-15",111.4666
"FUR-CH-10003061","Global Leather Task Chair, Black",89.99,1,196,"2014-11-10",61.8563
"FUR-CH-10003199","Office Star - Contemporary Task Swivel Chair",110.98,1,167,"2014-09-12",69.9174
"FUR-CH-10003298","Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",130.98,1,95,"2014-09-27",99.6196
"FUR-CH-10003312","Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs",280.98,1,149,"2014-11-11",214.0131
"FUR-CH-10003379","Global Commerce Series High-Back Swivel/Tilt Chairs",284.98,1,138,"2014-12-02",182.1281
"FUR-CH-10003396","Global Deluxe Steno Chair",76.98,1,128,"2014-12-09",56.2485
"FUR-CH-10003535","Global Armless Task Chair, Royal Blue",60.98,1,62,"2014-09-09",42.1851
"FUR-CH-10003606","SAFCO Folding Chair Trolley",128.24,1,56,"2014-09-16",84.4247
"FUR-CH-10003746","Hon 4070 Series Pagoda Round Back Stacking Chairs",320.98,1,50,"2014-06-02",200.8418
"FUR-CH-10003761","Global Italian Leather Office Chair",130.98,1,125,"2011-10-15",88.739
"FUR-CH-10003774","Global Wood Trimmed Manager's Task Chair, Khaki",90.98,1,138,"2014-11-20",64.164
"FUR-CH-10003817","Global Value Steno Chair, Gray",60.74,1,52,"2014-12-17",38.4498
"FUR-CH-10003833","Novimex Fabric Task Chair",60.98,1,54,"2014-10-31",42.2013
"FUR-CH-10003846","Hon Valutask Swivel Chairs",100.98,1,111,"2014-12-18",80.2403
"FUR-CH-10003956","Novimex High-Tech Fabric Mesh Task Chair",70.98,1,153,"2014-12-09",55.3644
"FUR-CH-10003968","Novimex Turbo Task Chair",70.98,1,160,"2014-12-29",54.2352
"FUR-CH-10003973","GuestStacker Chair with Chrome Finish Legs",371.76,1,136,"2014-12-12",205.7871
"FUR-CH-10003981","Global Commerce Series Low-Back Swivel/Tilt Chairs",256.98,1,71,"2014-12-01",131.0598
"FUR-CH-10004063","Global Deluxe High-Back Manager's Chair",285.98,1,147,"2014-03-28",174.5295
"FUR-CH-10004086","Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs",291.73,1,95,"2014-09-21",172.2065
"FUR-CH-10004218","Global Fabric Manager's Chair, Dark Gray",100.98,1,97,"2014-07-19",67.195
"FUR-CH-10004287","SAFCO Arco Folding Chair",276.2,1,98,"2014-12-01",152.0663
"FUR-CH-10004289","Global Super Steno Chair",95.98,1,178,"2014-10-31",67.218
"FUR-CH-10004477","Global Push Button Manager's Chair, Indigo",60.89,1,159,"2013-12-02",34.6104
"FUR-CH-10004495","Global Leather and Oak Executive Chair, Black",300.98,1,192,"2014-12-30",173.295
"FUR-CH-10004540","Global Chrome Stack Chair",34.28,1,128,"2014-12-05",18.5755
"FUR-CH-10004626","Office Star Flex Back Scooter Chair with Aluminum Finish Frame",100.89,1,196,"2014-09-04",73.801
"FUR-CH-10004675","Lifetime Advantage Folding Chairs, 4/Carton",218.08,1,94,"2014-11-20",138.6827
"FUR-CH-10004698","Padded Folding Chairs, Black, 4/Carton",80.98,1,53,"2014-12-29",43.7832
"FUR-CH-10004754","Global Stack Chair with Arms, Black",29.98,1,153,"2013-12-26",18.8681
"FUR-CH-10004853","Global Manager's Adjustable Task Chair, Storm",150.98,1,189,"2013-12-28",90.9162
"FUR-CH-10004860","Global Low Back Tilter Chair",100.98,1,183,"2014-12-05",81.0244
"FUR-CH-10004875","Harbour Creations 67200 Series Stacking Chairs",71.18,1,62,"2014-11-13",45.2883
"FUR-CH-10004886","Bevis Steel Folding Chairs",95.95,1,178,"2014-08-28",52.3327
"FUR-CH-10004983","Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms",160.98,1,171,"2014-12-03",103.0791
"FUR-CH-10004997","Hon Every-Day Series Multi-Task Chairs",187.98,1,101,"2014-10-02",126.9958
"FUR-FU-10000010","DAX Value U-Channel Document Frames, Easel Back",4.97,1,50,"2014-08-19",3.3962
"FUR-FU-10000023","Eldon Wave Desk Accessories",5.89,1,73,"2014-12-02",2.9529
"FUR-FU-10000073","Deflect-O Glasstique Clear Desk Accessories",7.7,1,89,"2013-07-26",4.8691
"FUR-FU-10000076","24-Hour Round Wall Clock",19.98,1,119,"2014-10-05",9.8494
"FUR-FU-10000087","Executive Impressions 14"" Two-Color Numerals Wall Clock",22.72,1,92,"2014-12-24",10.6784
"FUR-FU-10000175","DAX Wood Document Frame.",13.73,1,86,"2014-12-08",7.6888
"FUR-FU-10000193","Tenex Chairmats For Use with Hard Floors",32.48,1,100,"2014-08-22",25.7242
"FUR-FU-10000206","GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.91,1,93,"2014-11-21",1.1698
"FUR-FU-10000221","Master Caster Door Stop, Brown",5.08,1,142,"2014-09-16",3.1068
"FUR-FU-10000222","Seth Thomas 16"" Steel Case Clock",32.48,1,56,"2014-08-27",16.428
"FUR-FU-10000246","Aluminum Document Frame",12.22,1,170,"2014-09-24",7.6653
"FUR-FU-10000260","6"" Cubicle Wall Clock, Black",8.09,1,91,"2014-12-10",4.2579
"FUR-FU-10000277","Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting",105.34,1,172,"2014-10-24",73.5039
"FUR-FU-10000293","Eldon Antistatic Chair Mats for Low to Medium Pile Carpets",105.29,1,145,"2014-07-10",96.566
"FUR-FU-10000305","Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",70.98,1,65,"2014-11-13",56.3784
"FUR-FU-10000308","Deflect-o Glass Clear Studded Chair Mats",62.18,1,126,"2014-12-18",47.3525
"FUR-FU-10000320","OIC Stacking Trays",3.34,1,194,"2014-12-20",1.5141
"FUR-FU-10000397","Luxo Economy Swing Arm Lamp",19.94,1,188,"2014-04-28",14.3568
"FUR-FU-10000409","GE 4 Foot Flourescent Tube, 40 Watt",14.98,1,102,"2013-03-20",7.4044
"FUR-FU-10000448","Tenex Chairmats For Use With Carpeted Floors",15.98,1,122,"2014-09-08",15.181
"FUR-FU-10000521","Seth Thomas 14"" Putty-Colored Wall Clock",29.34,1,67,"2014-12-06",18.8002
"FUR-FU-10000550","Stacking Trays by OIC",4.98,1,189,"2014-02-10",2.8543
"FUR-FU-10000576","Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base",209.84,1,133,"2014-11-29",132.6554
"FUR-FU-10000629","9-3/4 Diameter Round Wall Clock",13.79,1,145,"2014-11-21",7.6737
"FUR-FU-10000672","Executive Impressions 10"" Spectator Wall Clock",11.76,1,131,"2013-12-30",7.7616
"FUR-FU-10000719","DAX Cubicle Frames, 8-1/2 x 11",8.57,1,172,"2014-05-13",5.4848
"FUR-FU-10000723","Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",41.32,1,160,"2014-09-10",33.9951
"FUR-FU-10000732","Eldon 200 Class Desk Accessories",6.28,1,134,"2014-11-28",4.0877
"FUR-FU-10000747","Tenex B1-RE Series Chair Mats for Low Pile Carpets",45.98,1,70,"2014-07-21",36.2442
"FUR-FU-10000755","Eldon Expressions Mahogany Wood Desk Collection",6.24,1,111,"2013-09-26",4.68
"FUR-FU-10000758","DAX Natural Wood-Tone Poster Frame",26.48,1,74,"2014-03-24",14.4604
"FUR-FU-10000771","Eldon 200 Class Desk Accessories, Smoke",6.28,1,138,"2014-10-24",3.6424
"FUR-FU-10000794","Eldon Stackable Tray, Side-Load, Legal, Smoke",9.14,1,91,"2014-05-15",6.0324
"FUR-FU-10000820","Tensor Brushed Steel Torchiere Floor Lamp",16.99,1,119,"2014-12-04",12.8444
"FUR-FU-10000965","Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94,1,110,"2013-11-25",29.6058
"FUR-FU-10001025","Eldon Imàge Series Desk Accessories, Clear",4.86,1,133,"2014-04-24",2.0155
"FUR-FU-10001037","DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",9.48,1,198,"2014-12-19",4.0929
"FUR-FU-10001057","Tensor Track Tree Floor Lamp",19.99,1,60,"2014-12-19",13.5109
"FUR-FU-10001085","3M Polarizing Light Filter Sleeves",18.65,1,79,"2013-12-04",8.4724
"FUR-FU-10001095","DAX Black Cherry Wood-Tone Poster Frame",26.48,1,119,"2014-09-09",12.5339
"FUR-FU-10001185","Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",30.93,1,185,"2014-05-29",17.0115
"FUR-FU-10001196","DAX Cubicle Frames - 8x10",5.77,1,114,"2014-11-17",3.6662
"FUR-FU-10001215","Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",43.13,1,151,"2014-07-04",23.7976
"FUR-FU-10001290","Executive Impressions Supervisor Wall Clock",42.1,1,100,"2014-11-27",27.9865
"FUR-FU-10001379","Executive Impressions 16-1/2"" Circular Wall Clock",26.72,1,199,"2014-03-12",10.1536
"FUR-FU-10001424","Dax Clear Box Frame",8.73,1,117,"2014-11-12",5.0135
"FUR-FU-10001468","Tenex Antistatic Computer Chair Mats",170.98,1,150,"2014-11-11",131.4494
"FUR-FU-10001473","DAX Wood Document Frame",13.73,1,172,"2014-12-24",10.2772
"FUR-FU-10001475","Contract Clock, 14"", Brown",21.98,1,149,"2014-12-11",11.6599
"FUR-FU-10001487","Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",6.98,1,120,"2014-12-06",4.9558
"FUR-FU-10001488","Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",105.98,1,164,"2014-12-03",72.5751
"FUR-FU-10001546","Dana Swing-Arm Lamps",10.68,1,68,"2014-06-13",6.3012
"FUR-FU-10001588","Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",29.18,1,170,"2014-07-09",14.6873
"FUR-FU-10001591","Advantus Panel Wall Certificate Holder - 8.5x11",12.2,1,132,"2014-07-01",6.7365
"FUR-FU-10001602","Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",37.93,1,91,"2014-12-25",27.5327
"FUR-FU-10001617","Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",10.4,1,148,"2013-10-14",6.1509
"FUR-FU-10001706","Longer-Life Soft White Bulbs",3.08,1,167,"2014-09-29",1.4168
"FUR-FU-10001731","Acrylic Self-Standing Desk Frames",2.67,1,56,"2014-12-25",1.5515
"FUR-FU-10001756","Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",19.04,1,81,"2014-11-13",10.6243
"FUR-FU-10001847","Eldon Image Series Black Desk Accessories",4.14,1,134,"2014-11-17",2.5944
"FUR-FU-10001852","Eldon Regeneration Recycled Desk Accessories, Smoke",1.74,1,96,"2014-08-24",1.0771
"FUR-FU-10001861","Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",19.4,1,179,"2014-11-21",9.0533
"FUR-FU-10001867","Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",10.64,1,105,"2014-09-10",6.6132
"FUR-FU-10001876","Computer Room Manger, 14""",32.48,1,86,"2014-10-29",17.9526
"FUR-FU-10001889","Ultra Door Pull Handle",10.52,1,193,"2013-11-28",6.4873
"FUR-FU-10001918","C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",4.73,1,147,"2014-12-05",2.6778
"FUR-FU-10001934","Magnifier Swing Arm Lamp",20.98,1,134,"2014-12-26",15.5252
"FUR-FU-10001935","3M Hangers With Command Adhesive",3.7,1,161,"2014-12-29",1.896
"FUR-FU-10001940","Staples",7.96,1,126,"2014-12-22",3.4689
"FUR-FU-10001967","Telescoping Adjustable Floor Lamp",19.99,1,124,"2014-11-20",11.954
"FUR-FU-10001979","Dana Halogen Swing-Arm Architect Lamp",40.97,1,77,"2014-09-29",28.5619
"FUR-FU-10001986","Dana Fluorescent Magnifying Lamp, White, 36""",50.98,1,167,"2012-05-20",29.8597
"FUR-FU-10002030","Executive Impressions 14"" Contract Wall Clock with Quartz Movement",22.23,1,117,"2013-11-08",7.7805
"FUR-FU-10002045","Executive Impressions 14""",22.23,1,145,"2014-07-01",12.4488
"FUR-FU-10002088","Nu-Dell Float Frame 11 x 14 1/2",8.98,1,135,"2013-11-24",4.5227
"FUR-FU-10002107","Eldon Pizzaz Desk Accessories",2.23,1,125,"2013-09-19",1.0422
"FUR-FU-10002111","Master Caster Door Stop, Large Brown",7.28,1,100,"2012-12-04",3.9894
"FUR-FU-10002116","Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",70.71,1,104,"2014-01-02",57.8408
"FUR-FU-10002157","Artistic Insta-Plaque",15.68,1,106,"2014-01-27",9.5648
"FUR-FU-10002191","G.E. Halogen Desk Lamp Bulbs",6.98,1,164,"2014-05-21",2.9189
"FUR-FU-10002240","Nu-Dell EZ-Mount Plastic Wall Frames",3.94,1,62,"2012-11-08",1.773
"FUR-FU-10002253","Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",42.94,1,136,"2014-09-25",22.8854
"FUR-FU-10002268","Ultra Door Push Plate",4.91,1,177,"2014-09-19",2.8738
"FUR-FU-10002298","Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",110.98,1,162,"2014-12-15",79.9056
"FUR-FU-10002364","Eldon Expressions Wood Desk Accessories, Oak",7.38,1,116,"2014-12-11",4.4705
"FUR-FU-10002379","Eldon Econocleat Chair Mats for Low Pile Carpets",41.47,1,145,"2012-09-13",36.4936
"FUR-FU-10002396","DAX Copper Panel Document Frame, 5 x 7 Size",12.58,1,169,"2014-09-08",5.675
"FUR-FU-10002445","DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",9.48,1,119,"2014-12-17",5.2936
"FUR-FU-10002456","Master Caster Door Stop, Large Neon Orange",7.28,1,67,"2014-05-19",3.2221
"FUR-FU-10002501","Nu-Dell Executive Frame",12.64,1,153,"2014-12-30",6.7186
"FUR-FU-10002505","Eldon 100 Class Desk Accessories",3.37,1,200,"2013-06-05",1.7524
"FUR-FU-10002506","Tensor ""Hersey Kiss"" Styled Floor Lamp",12.99,1,163,"2014-12-05",10.392
"FUR-FU-10002508","Document Clip Frames",8.34,1,59,"2014-11-03",4.17
"FUR-FU-10002553","Electrix Incandescent Magnifying Lamp, Black",36.65,1,108,"2011-12-13",19.7177
"FUR-FU-10002554","Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1,175,"2014-07-04",18.4723
"FUR-FU-10002597","C-Line Magnetic Cubicle Keepers, Clear Polypropylene",4.94,1,131,"2014-11-19",2.8087
"FUR-FU-10002671","Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp",13.4,1,90,"2013-12-06",6.6382
"FUR-FU-10002685","Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",18.7,1,168,"2014-11-20",11.594
"FUR-FU-10002703","Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",64.45,1,67,"2014-12-09",48.982
"FUR-FU-10002759","12-1/2 Diameter Round Wall Clock",19.98,1,165,"2014-09-25",10.5228
"FUR-FU-10002813","DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",20.24,1,179,"2013-11-15",12.3059
"FUR-FU-10002874","Ultra Commercial Grade Dual Valve Door Closer",39.89,1,195,"2012-11-20",20.7428
"FUR-FU-10002878","Seth Thomas 14"" Day/Date Wall Clock",28.48,1,172,"2013-12-23",17.1383
"FUR-FU-10002885","Magna Visual Magnetic Picture Hangers",4.82,1,119,"2014-12-02",2.7043
"FUR-FU-10002918","Eldon ClusterMat Chair Mat with Cordless Antistatic Protection",90.98,1,177,"2013-08-01",70.0546
"FUR-FU-10002937","GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",99.23,1,60,"2014-08-28",44.6877
"FUR-FU-10002960","Eldon 200 Class Desk Accessories, Burgundy",6.28,1,135,"2014-09-03",2.9591
"FUR-FU-10002963","Master Caster Door Stop, Gray",5.08,1,58,"2014-12-15",3.2309
"FUR-FU-10003026","Eldon Regeneration Recycled Desk Accessories, Black",4.84,1,81,"2013-12-03",2.6082
"FUR-FU-10003039","Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",43.13,1,59,"2014-09-12",24.7689
"FUR-FU-10003095","Linden 12"" Wall Clock With Oak Frame",33.98,1,66,"2013-10-23",23.786
